timestamp,kind,side,qty,price,cash,opt_pos,share_pos,fee
2025-09-10 09:47:00,OPTION,BUY,1,199.56833718551303,233638.0196139154,8,-599,
2025-09-10 09:48:00,OPTION,BUY,1,199.80353087414184,213655.66652650124,9,-599,
2025-09-10 09:49:00,OPTION,BUY,1,199.69510626139592,193684.15590036166,10,-599,
2025-09-10 09:50:00,HEDGE,SELL,399,653.5399780273438,454185.8446820389,10,-998,260.76245123291017
2025-09-10 09:55:00,OPTION,SELL,1,206.0916887074439,474793.0135527833,9,-998,
2025-09-10 09:55:00,HEDGE,BUY,100,653.0750122070312,409420.20483085944,9,-898,65.30750122070313
2025-09-10 09:56:00,OPTION,BUY,1,199.2805842396223,389490.1464068972,10,-898,
2025-09-10 09:59:00,OPTION,SELL,1,206.81362100830026,410169.50850772724,9,-898,
2025-09-10 10:00:00,OPTION,SELL,1,207.2146201655597,430888.9705242832,8,-898,
2025-09-10 10:00:00,HEDGE,BUY,99,653.9600219726562,366082.1863068149,8,-799,64.74204217529297
2025-09-10 10:01:00,OPTION,BUY,1,200.0834062666814,346071.84568014677,9,-799,
2025-09-10 10:02:00,OPTION,BUY,1,200.03258612323359,326066.5870678234,10,-799,
2025-09-10 10:05:00,HEDGE,SELL,199,654.1300048828125,456108.2861685314,10,-998,130.17187097167968
2025-09-10 10:11:00,OPTION,SELL,1,207.28317743483316,476834.6039120147,9,-998,
2025-09-10 10:12:00,OPTION,SELL,1,207.48791195391763,497581.3951074064,8,-998,
2025-09-10 10:13:00,OPTION,BUY,1,200.31259905181562,477548.13520222483,9,-998,
2025-09-10 10:14:00,OPTION,BUY,1,200.24715656932963,457521.41954529186,10,-998,
2025-09-10 10:15:00,OPTION,SELL,1,207.6844567837868,478287.86522367055,9,-998,
2025-09-10 10:15:00,HEDGE,BUY,100,654.489990234375,412773.41720120964,9,-898,65.4489990234375
2025-09-10 10:16:00,OPTION,BUY,1,200.426176239958,392728.7995772138,10,-898,
2025-09-10 10:20:00,HEDGE,SELL,100,654.3135986328125,458094.7280806318,10,-998,65.43135986328124
2025-09-10 10:26:00,OPTION,SELL,1,207.3432435871772,478827.0524393495,9,-998,
2025-09-10 10:27:00,OPTION,SELL,1,207.15313803227275,499540.3662425768,8,-998,
2025-09-10 10:28:00,OPTION,SELL,1,206.89635707133436,520228.00194971025,7,-998,
2025-09-10 10:29:00,OPTION,SELL,1,206.78397828330293,540904.3997780406,6,-998,
2025-09-10 10:30:00,OPTION,BUY,1,199.90979210279605,520911.420567761,7,-998,
2025-09-10 10:30:00,HEDGE,BUY,299,653.9398803710938,325187.868312573,7,-699,195.52802423095704
2025-09-10 10:31:00,OPTION,BUY,1,199.90183171155292,305195.6851414177,8,-699,
2025-09-10 10:32:00,OPTION,BUY,1,199.84375421313055,285209.3097201047,9,-699,
2025-09-10 10:33:00,OPTION,SELL,1,206.6737136802142,305874.6810881261,8,-699,
2025-09-10 10:34:00,OPTION,BUY,1,199.52271685857747,285920.40940226836,9,-699,
2025-09-10 10:35:00,OPTION,BUY,1,199.73717986070426,265944.6914161979,10,-699,
2025-09-10 10:35:00,HEDGE,SELL,299,653.8800048828125,461259.3027546989,10,-998,195.51012145996094
2025-09-10 10:37:00,OPTION,SELL,1,206.5880457947719,481916.1073341761,9,-998,
2025-09-10 10:38:00,OPTION,BUY,1,199.31796247523954,461982.3110866521,10,-998,
2025-09-10 10:42:00,OPTION,SELL,1,206.98942384310936,482679.25347096304,9,-998,
2025-09-10 10:43:00,OPTION,SELL,1,207.00819352912868,503378.07282387593,8,-998,
2025-09-10 10:44:00,OPTION,BUY,1,199.78110868160437,483397.9619557155,9,-998,
2025-09-10 10:45:00,OPTION,BUY,1,199.67033922872267,463428.9280328432,10,-998,
2025-09-10 10:46:00,OPTION,SELL,1,206.8071028614606,484107.6383189893,9,-998,
2025-09-10 10:47:00,OPTION,SELL,1,206.95795610561115,504801.4339295504,8,-998,
2025-09-10 10:48:00,OPTION,BUY,1,199.68222124869578,484831.2118046808,9,-998,
2025-09-10 10:49:00,OPTION,SELL,1,206.69380509349747,505498.59231403057,8,-998,
2025-09-10 10:50:00,OPTION,BUY,1,199.41778956221546,485554.81335780903,9,-998,
2025-09-10 10:50:00,HEDGE,BUY,100,653.5250244140625,420136.9584139614,9,-898,65.35250244140624
2025-09-10 10:51:00,OPTION,BUY,1,199.3604396779042,400198.91444617097,10,-898,
2025-09-10 10:55:00,HEDGE,SELL,100,653.6799926757812,465501.5457144815,10,-998,65.36799926757813
2025-09-10 10:57:00,OPTION,SELL,1,206.6574674608665,486165.29246056813,9,-998,
2025-09-10 10:58:00,OPTION,BUY,1,199.25483470885317,466237.8089896828,10,-998,
2025-09-10 10:59:00,OPTION,SELL,1,206.53087373544133,486888.89636322693,9,-998,
2025-09-10 11:00:00,OPTION,BUY,1,199.24478950863485,466962.41741236346,10,-998,
2025-09-10 11:01:00,OPTION,SELL,1,206.7080932272532,487631.2267350888,9,-998,
2025-09-10 11:02:00,OPTION,SELL,1,206.46768748406694,508275.99548349547,8,-998,
2025-09-10 11:03:00,OPTION,BUY,1,199.26297464675054,488347.69801882043,9,-998,
2025-09-10 11:04:00,OPTION,SELL,1,206.40894543288974,508986.5925621094,8,-998,
2025-09-10 11:05:00,OPTION,BUY,1,199.1795338939692,489066.63917271246,9,-998,
2025-09-10 11:05:00,HEDGE,BUY,100,653.2650146484375,423674.8112064039,9,-898,65.32650146484374
2025-09-10 11:06:00,OPTION,BUY,1,199.09427262055314,403763.38394434855,10,-898,
2025-09-10 11:08:00,OPTION,SELL,1,206.22759874706685,424384.1438190552,9,-898,
2025-09-10 11:09:00,OPTION,SELL,1,206.09121623284315,444991.2654423395,8,-898,
2025-09-10 11:10:00,OPTION,BUY,1,199.06319379629508,425082.94606271,9,-898,
2025-09-10 11:11:00,OPTION,SELL,1,206.1210168275146,445693.04774546146,8,-898,
2025-09-10 11:12:00,OPTION,SELL,1,206.1733009186392,466308.3778373254,7,-898,
2025-09-10 11:13:00,OPTION,BUY,1,199.19437583975713,446386.94025334966,8,-898,
2025-09-10 11:14:00,OPTION,BUY,1,199.06384037411772,426478.5562159379,9,-898,
2025-09-10 11:15:00,OPTION,BUY,1,198.84616468034855,406591.93974790303,10,-898,
2025-09-10 11:15:00,HEDGE,SELL,100,652.989990234375,471825.6397723171,10,-998,65.2989990234375
2025-09-10 11:16:00,OPTION,SELL,1,205.7249043839301,492396.1302107101,9,-998,
2025-09-10 11:17:00,OPTION,SELL,1,205.71073003996895,512965.203214707,8,-998,
2025-09-10 11:18:00,OPTION,SELL,1,205.45537921274243,533508.7411359813,7,-998,
2025-09-10 11:19:00,OPTION,SELL,1,205.38179689138263,554044.9208251196,6,-998,
2025-09-10 11:20:00,OPTION,BUY,1,198.51306915079897,534191.6139100397,7,-998,
2025-09-10 11:20:00,HEDGE,BUY,299,652.52001953125,338893.02458435606,7,-699,195.10348583984376
2025-09-10 11:21:00,OPTION,SELL,1,205.55219590717644,359446.2441750737,6,-699,
2025-09-10 11:22:00,OPTION,BUY,1,198.55083377794247,339589.16079727944,7,-699,
2025-09-10 11:23:00,OPTION,BUY,1,198.61544546034256,319725.6162512452,8,-699,
2025-09-10 11:24:00,OPTION,BUY,1,198.60480450165824,299863.1358010794,9,-699,
2025-09-10 11:25:00,OPTION,BUY,1,198.4877765407411,280012.35814700526,10,-699,
2025-09-10 11:25:00,HEDGE,SELL,299,652.5800170898438,474938.6618317587,10,-998,195.12142510986328
2025-09-10 11:26:00,OPTION,SELL,1,206.00579391265507,495537.2412230242,9,-998,
2025-09-10 11:27:00,OPTION,SELL,1,205.80276216123565,516115.51743914775,8,-998,
2025-09-10 11:28:00,OPTION,BUY,1,198.94783908627397,496218.73353052035,9,-998,
2025-09-10 11:29:00,OPTION,BUY,1,198.7498801331572,476341.74551720463,10,-998,
2025-09-10 11:36:00,OPTION,SELL,1,205.83888004219017,496923.6335214237,9,-998,
2025-09-10 11:37:00,OPTION,BUY,1,198.8430023241297,477037.3332890107,10,-998,
2025-09-10 11:42:00,OPTION,SELL,1,206.41127540416457,497676.4608294271,9,-998,
2025-09-10 11:43:00,OPTION,BUY,1,199.06853216245568,477767.6076131816,10,-998,
2025-09-10 11:44:00,OPTION,SELL,1,206.51134579793504,498416.74219297507,9,-998,
2025-09-10 11:45:00,OPTION,BUY,1,199.3763177311541,478477.11041985964,10,-998,
2025-09-10 11:49:00,OPTION,SELL,1,206.5812721699067,499133.23763685033,9,-998,
2025-09-10 11:50:00,OPTION,BUY,1,199.47526218217916,479183.7114186324,10,-998,
2025-09-10 11:53:00,OPTION,SELL,1,206.76163785772437,499857.8752044049,9,-998,
2025-09-10 11:54:00,OPTION,SELL,1,206.7234052171227,520528.21572611714,8,-998,
2025-09-10 11:55:00,OPTION,BUY,1,199.51128436735743,500575.0872893814,9,-998,
2025-09-10 11:55:00,HEDGE,BUY,100,653.5700073242188,435152.7295562271,9,-898,65.35700073242188
2025-09-10 11:56:00,OPTION,BUY,1,199.32163463284618,415218.5660929425,10,-898,
2025-09-10 11:57:00,OPTION,SELL,1,206.58210193462696,435874.77628640516,9,-898,
2025-09-10 11:58:00,OPTION,SELL,1,206.38951431064984,456511.72771747014,8,-898,
2025-09-10 11:59:00,OPTION,BUY,1,199.18602024937047,436591.1256925331,9,-898,
2025-09-10 12:00:00,OPTION,BUY,1,199.1849901629348,416670.6266762396,10,-898,
2025-09-10 12:00:00,HEDGE,SELL,100,653.3499755859375,481940.28923727473,10,-998,65.33499755859376
2025-09-10 12:02:00,OPTION,SELL,1,206.1796806506677,502556.2573023415,9,-998,
2025-09-10 12:03:00,OPTION,BUY,1,199.012705324579,482652.9867698836,10,-998,
2025-09-10 12:05:00,OPTION,SELL,1,206.1872549612825,503269.71226601186,9,-998,
2025-09-10 12:05:00,HEDGE,BUY,100,653.1199951171875,437892.4007547814,9,-898,65.31199951171875
2025-09-10 12:06:00,OPTION,BUY,1,199.10834061729912,417979.5666930515,10,-898,
2025-09-10 12:10:00,OPTION,SELL,1,206.35733844545817,438613.3005375973,9,-898,
2025-09-10 12:11:00,OPTION,SELL,1,206.33685909588002,459244.9864471853,8,-898,
2025-09-10 12:12:00,OPTION,SELL,1,206.26864796458557,479869.85124364385,7,-898,
2025-09-10 12:13:00,OPTION,SELL,1,206.29918594357866,500497.7698380017,6,-898,
2025-09-10 12:14:00,OPTION,SELL,1,206.10340911971392,521106.1107499731,5,-898,
2025-09-10 12:15:00,OPTION,BUY,1,199.55293023489133,501148.817726484,6,-898,
2025-09-10 12:15:00,HEDGE,BUY,299,653.3800048828125,305592.8356450631,6,-599,195.36062145996095
2025-09-10 12:16:00,OPTION,BUY,1,199.43014180061343,285647.82146500173,7,-599,
2025-09-10 12:17:00,OPTION,BUY,1,199.13547446361943,265732.2740186398,8,-599,
2025-09-10 12:18:00,OPTION,BUY,1,199.13870649220092,245816.4033694197,9,-599,
2025-09-10 12:19:00,OPTION,SELL,1,206.06175733024054,266420.57910244376,8,-599,
2025-09-10 12:20:00,OPTION,BUY,1,198.8498816322094,246533.59093922284,9,-599,
2025-09-10 12:20:00,HEDGE,SELL,299,652.97998046875,441579.3640852189,9,-898,195.24101416015625
2025-09-10 12:21:00,OPTION,SELL,1,205.90032776593287,462167.3968618122,8,-898,
2025-09-10 12:22:00,OPTION,SELL,1,205.628297840774,482728.22664588963,7,-898,
2025-09-10 12:23:00,OPTION,SELL,1,205.6671622843289,503292.9428743225,6,-898,
2025-09-10 12:24:00,OPTION,BUY,1,198.93104233727962,483397.83864059456,7,-898,
2025-09-10 12:25:00,OPTION,BUY,1,198.83126222502779,463512.7124180918,8,-898,
2025-09-10 12:25:00,HEDGE,BUY,99,652.8400268554688,398816.9185967417,8,-799,64.63116265869141
2025-09-10 12:26:00,OPTION,BUY,1,198.72935917641848,378941.98267909983,9,-799,
2025-09-10 12:27:00,OPTION,SELL,1,205.80258634288063,399520.2413133879,8,-799,
2025-09-10 12:28:00,OPTION,BUY,1,198.5997932053723,379658.26199285063,9,-799,
2025-09-10 12:29:00,OPTION,SELL,1,205.63496342126234,400219.75833497685,8,-799,
2025-09-10 12:30:00,OPTION,BUY,1,198.70053474883258,380347.7048600936,9,-799,
2025-09-10 12:30:00,HEDGE,SELL,99,652.760009765625,444906.32258592366,9,-898,64.62324096679687
2025-09-10 12:31:00,OPTION,SELL,1,205.84718626472554,465489.04121239623,8,-898,
2025-09-10 12:32:00,OPTION,BUY,1,198.69645520309155,445617.39569208707,9,-898,
2025-09-10 12:33:00,OPTION,SELL,1,205.66624387592267,466182.0200796793,8,-898,
2025-09-10 12:34:00,OPTION,BUY,1,198.6896018037833,446311.059899301,9,-898,
2025-09-10 12:35:00,OPTION,SELL,1,205.64150331955463,466873.21023125644,8,-898,
2025-09-10 12:35:00,HEDGE,BUY,99,652.6199951171875,402199.22133513825,8,-799,64.60937951660156
2025-09-10 12:36:00,OPTION,SELL,1,205.52272011917643,422749.4933470559,7,-799,
2025-09-10 12:37:00,OPTION,BUY,1,198.59584854440783,402887.90849261516,8,-799,
2025-09-10 12:38:00,OPTION,BUY,1,198.6204295292086,383023.8655396943,9,-799,
2025-09-10 12:39:00,OPTION,BUY,1,198.30559597605753,363191.3059420886,10,-799,
2025-09-10 12:40:00,HEDGE,SELL,199,652.3198852539062,492873.1514504504,10,-998,129.81165716552735
2025-09-10 12:43:00,OPTION,SELL,1,205.47533034867192,513418.6844853176,9,-998,
2025-09-10 12:44:00,OPTION,SELL,1,205.23904030207106,533940.5885155248,8,-998,
2025-09-10 12:45:00,OPTION,BUY,1,198.19066050306444,514119.5224652183,9,-998,
2025-09-10 12:45:00,HEDGE,BUY,100,652.239990234375,448830.2994427574,9,-898,65.2239990234375
2025-09-10 12:46:00,OPTION,BUY,1,198.31865668423092,428996.4337743343,10,-898,
2025-09-10 12:47:00,OPTION,SELL,1,205.58745990840097,449553.1797651744,9,-898,
2025-09-10 12:48:00,OPTION,SELL,1,205.4307820657333,470094.2579717477,8,-898,
2025-09-10 12:49:00,OPTION,BUY,1,198.33190741283101,450259.0672304646,9,-898,
2025-09-10 12:50:00,OPTION,BUY,1,198.52276032960154,430404.79119750444,10,-898,
2025-09-10 12:50:00,HEDGE,SELL,100,652.5599975585938,495595.53495360794,10,-998,65.25599975585938
2025-09-10 12:55:00,OPTION,SELL,1,206.13130792476048,516206.665746084,9,-998,
2025-09-10 12:55:00,HEDGE,BUY,100,652.9400024414062,450847.37150169926,9,-898,65.29400024414062
2025-09-10 12:56:00,OPTION,BUY,1,198.78680609400934,430966.69089229836,10,-898,
2025-09-10 12:57:00,OPTION,SELL,1,206.1469704772066,451579.387940019,9,-898,
2025-09-10 12:58:00,OPTION,BUY,1,198.91454607826054,431685.93333219294,10,-898,
2025-09-10 12:59:00,OPTION,SELL,1,206.1002321406265,452293.9565462556,9,-898,
2025-09-10 13:00:00,OPTION,SELL,1,205.9958177580779,472891.5383220634,8,-898,
2025-09-10 13:00:00,HEDGE,BUY,99,652.9400024414062,408185.8370201225,8,-799,64.64106024169922
2025-09-10 13:01:00,OPTION,BUY,1,198.92241691149312,388291.5953289732,9,-799,
2025-09-10 13:02:00,OPTION,BUY,1,199.2832988106644,368361.26544790674,10,-799,
2025-09-10 13:04:00,OPTION,SELL,1,206.59111360187404,389018.37680809415,9,-799,
2025-09-10 13:05:00,OPTION,BUY,1,199.3045656023869,369085.9202478555,10,-799,
2025-09-10 13:05:00,HEDGE,SELL,199,653.3400268554688,498970.5709267495,10,-998,130.0146653442383
2025-09-10 13:06:00,OPTION,SELL,1,206.41766052018212,519610.3369787677,9,-998,
2025-09-10 13:07:00,OPTION,SELL,1,206.25142184745076,540233.4791635128,8,-998,
2025-09-10 13:08:00,OPTION,BUY,1,199.1944877925132,520312.0303842615,9,-998,
2025-09-10 13:09:00,OPTION,BUY,1,199.1308492342643,500396.94546083506,10,-998,
2025-09-10 13:10:00,OPTION,SELL,1,206.3857269759871,521033.5181584338,9,-998,
2025-09-10 13:10:00,HEDGE,BUY,100,653.280029296875,455640.1872258166,9,-898,65.3280029296875
2025-09-10 13:11:00,OPTION,BUY,1,198.96306543505958,435741.8806823106,10,-898,
2025-09-10 13:13:00,OPTION,SELL,1,206.2495765930254,456364.8383416132,9,-898,
2025-09-10 13:14:00,OPTION,BUY,1,199.00414436490325,436462.42390512285,10,-898,
2025-09-10 13:15:00,OPTION,SELL,1,206.2391549949733,457084.3394046202,9,-898,
2025-09-10 13:16:00,OPTION,BUY,1,198.9733442957617,437185.004975044,10,-898,
2025-09-10 13:19:00,OPTION,SELL,1,205.89402661498272,457772.4076365423,9,-898,
2025-09-10 13:20:00,OPTION,SELL,1,205.8607487798732,478356.4825145296,8,-898,
2025-09-10 13:20:00,HEDGE,BUY,99,652.864990234375,413658.2148472933,8,-799,64.63363403320312
2025-09-10 13:21:00,OPTION,SELL,1,205.74924344320948,434231.13919161423,7,-799,
2025-09-10 13:22:00,OPTION,SELL,1,205.50085819143615,454779.22501075786,6,-799,
2025-09-10 13:23:00,OPTION,BUY,1,198.52125463873,434925.0995468849,7,-799,
2025-09-10 13:24:00,OPTION,BUY,1,198.62211168052596,415060.8883788323,8,-799,
2025-09-10 13:25:00,OPTION,BUY,1,198.31878764915123,395227.0096139172,9,-799,
2025-09-10 13:25:00,HEDGE,SELL,99,652.4425048828125,459754.22578933224,9,-898,64.59180798339844
2025-09-10 13:26:00,OPTION,SELL,1,205.22208617934464,480274.43440726673,8,-898,
2025-09-10 13:27:00,OPTION,BUY,1,198.07225011236125,460465.2093960306,9,-898,
2025-09-10 13:28:00,OPTION,BUY,1,198.0732241459975,440655.8869814308,10,-898,
2025-09-10 13:30:00,HEDGE,SELL,100,652.2100219726562,505811.6681764992,10,-998,65.22100219726562
2025-09-10 13:31:00,OPTION,SELL,1,205.25881686872648,526335.5498633719,9,-998,
2025-09-10 13:32:00,OPTION,BUY,1,198.2523066860183,506508.31919477007,10,-998,
2025-09-10 13:38:00,OPTION,SELL,1,205.40418281219362,527046.7374759894,9,-998,
2025-09-10 13:39:00,OPTION,BUY,1,198.29274667293708,507215.4628086957,10,-998,
2025-09-10 13:40:00,OPTION,SELL,1,205.62814375068456,527776.2771837641,9,-998,
2025-09-10 13:40:00,HEDGE,BUY,100,652.5250244140625,462458.5222399165,9,-898,65.25250244140625
2025-09-10 13:41:00,OPTION,BUY,1,198.49525390113246,442606.99684980325,10,-898,
2025-09-10 13:45:00,OPTION,SELL,1,205.53339933850594,463158.3367836538,9,-898,
2025-09-10 13:46:00,OPTION,BUY,1,198.32924860724813,443323.411922929,10,-898,
2025-09-10 13:49:00,OPTION,SELL,1,205.39902736685008,463861.314659614,9,-898,
2025-09-10 13:50:00,OPTION,BUY,1,198.30267585970614,444029.04707364336,10,-898,
2025-09-10 13:50:00,HEDGE,SELL,100,652.4099731445312,509204.80339078204,10,-998,65.24099731445312
2025-09-10 13:54:00,OPTION,SELL,1,205.23749346109213,529726.5527368912,9,-998,
2025-09-10 13:55:00,OPTION,BUY,1,197.79953192472033,509944.59954441915,10,-998,
2025-09-10 13:57:00,OPTION,SELL,1,205.21817609885085,530464.4171543042,9,-998,
2025-09-10 13:58:00,OPTION,SELL,1,205.3634946250267,550998.7666168069,8,-998,
2025-09-10 13:59:00,OPTION,BUY,1,198.34702904498263,531162.0637123086,9,-998,
2025-09-10 14:00:00,OPTION,SELL,1,205.3635040640498,551696.4141187136,8,-998,
2025-09-10 14:00:00,HEDGE,BUY,199,652.260009765625,421766.87243341084,8,-799,129.79974194335938
2025-09-10 14:01:00,OPTION,BUY,1,198.33395804424,401931.4766289868,9,-799,
2025-09-10 14:02:00,OPTION,SELL,1,205.44467711117136,422473.94434010395,8,-799,
2025-09-10 14:03:00,OPTION,BUY,1,198.37004237928286,402634.94010217563,9,-799,
2025-09-10 14:04:00,OPTION,SELL,1,205.32468092509112,423165.4081946848,8,-799,
2025-09-10 14:05:00,OPTION,BUY,1,198.11467558785142,403351.9406358996,9,-799,
2025-09-10 14:05:00,HEDGE,SELL,99,652.1649780273438,467851.7091277819,9,-898,64.56433282470704
2025-09-10 14:06:00,OPTION,BUY,1,198.0359767201412,448046.11145576776,10,-898,
2025-09-10 14:10:00,HEDGE,SELL,100,652.1400146484375,513194.8989191467,10,-998,65.21400146484375
2025-09-10 14:11:00,OPTION,SELL,1,205.15665329420943,533708.5642485677,9,-998,
2025-09-10 14:12:00,OPTION,BUY,1,197.82372197221255,513924.1920513464,10,-998,
2025-09-10 14:15:00,OPTION,SELL,1,204.9773905050425,534419.9311018507,9,-998,
2025-09-10 14:15:00,HEDGE,BUY,100,651.9249877929688,469162.23982377455,9,-898,65.19249877929687
2025-09-10 14:16:00,OPTION,SELL,1,204.8916457462195,489649.4043983965,8,-898,
2025-09-10 14:17:00,OPTION,BUY,1,197.9521920818698,469852.18519020954,9,-898,
2025-09-10 14:18:00,OPTION,SELL,1,204.84002245248237,490334.1874354578,8,-898,
2025-09-10 14:19:00,OPTION,BUY,1,197.52258730460719,470579.92870499706,9,-898,
2025-09-10 14:20:00,OPTION,BUY,1,197.37770472322526,450840.1582326745,10,-898,
2025-09-10 14:20:00,HEDGE,SELL,100,651.5399780273438,515929.00203760614,10,-998,65.15399780273438
2025-09-10 14:21:00,OPTION,SELL,1,204.74179211754054,536401.1812493602,9,-998,
2025-09-10 14:22:00,OPTION,SELL,1,204.8568608342928,556884.8673327895,8,-998,
2025-09-10 14:23:00,OPTION,SELL,1,204.61701479245497,577344.5688120349,7,-998,
2025-09-10 14:24:00,OPTION,SELL,1,204.6487943542969,597807.4482474646,6,-998,
2025-09-10 14:25:00,OPTION,BUY,1,197.6917165941282,578036.2765880518,7,-998,
2025-09-10 14:25:00,HEDGE,BUY,299,651.5750122070312,383020.52700949955,7,-699,194.82092864990236
2025-09-10 14:26:00,OPTION,BUY,1,197.56078913530592,363262.448095969,8,-699,
2025-09-10 14:27:00,OPTION,BUY,1,197.48241374946204,343512.2067210228,9,-699,
2025-09-10 14:28:00,OPTION,BUY,1,197.66775581284242,323743.43113973853,10,-699,
2025-09-10 14:29:00,OPTION,SELL,1,204.77900546069998,344219.33168580855,9,-699,
2025-09-10 14:30:00,OPTION,BUY,1,197.6577454061829,324451.55714519025,10,-699,
2025-09-10 14:30:00,HEDGE,SELL,299,651.7150268554688,519119.4873819456,10,-998,194.86279302978517
2025-09-10 14:35:00,OPTION,SELL,1,205.1203926585106,539629.5266477966,9,-998,
2025-09-10 14:35:00,HEDGE,BUY,100,651.969970703125,474367.3325804138,9,-898,65.1969970703125
2025-09-10 14:36:00,OPTION,BUY,1,197.74358706812416,454590.97387360135,10,-898,
2025-09-10 14:37:00,OPTION,SELL,1,205.0231296351873,475091.2868371201,9,-898,
2025-09-10 14:38:00,OPTION,SELL,1,204.68949485656026,495558.2363227761,8,-898,
2025-09-10 14:39:00,OPTION,BUY,1,197.66311550284283,475789.92477249185,9,-898,
2025-09-10 14:40:00,OPTION,SELL,1,205.04802136472068,496292.72690896393,8,-898,
2025-09-10 14:40:00,HEDGE,BUY,99,652.0,431680.1789089639,8,-799,64.548
2025-09-10 14:41:00,OPTION,SELL,1,204.9960511748056,452177.7840264445,7,-799,
2025-09-10 14:42:00,OPTION,SELL,1,204.81114346097107,472656.8983725416,6,-799,
2025-09-10 14:43:00,OPTION,BUY,1,197.99634449078707,452855.2639234629,7,-799,
2025-09-10 14:44:00,OPTION,BUY,1,197.8909314885428,433064.1707746086,8,-799,
2025-09-10 14:45:00,OPTION,BUY,1,197.83037648829813,413279.1331257788,9,-799,
2025-09-10 14:45:00,HEDGE,SELL,99,651.8800048828125,477750.71748869383,9,-898,64.53612048339843
2025-09-10 14:46:00,OPTION,BUY,1,197.59798535903928,457988.9189527899,10,-898,
2025-09-10 14:49:00,OPTION,SELL,1,204.64334939805406,478451.2538925953,9,-898,
2025-09-10 14:50:00,OPTION,BUY,1,197.32794052907545,458716.45983968774,10,-898,
2025-09-10 14:50:00,HEDGE,SELL,100,651.489990234375,523800.3098641018,10,-998,65.1489990234375
2025-09-10 14:53:00,OPTION,SELL,1,204.68810110792904,544267.1199748947,9,-998,
2025-09-10 14:54:00,OPTION,BUY,1,197.48660872814025,524516.4591020807,10,-998,
2025-09-10 14:59:00,OPTION,SELL,1,205.18016156088257,545032.4752581689,9,-998,
2025-09-10 15:00:00,OPTION,BUY,1,198.0413025540304,525226.3450027659,10,-998,
2025-09-10 15:02:00,OPTION,SELL,1,204.7727070499331,545701.6157077592,9,-998,
2025-09-10 15:03:00,OPTION,SELL,1,204.59570896886973,566159.1866046462,8,-998,
2025-09-10 15:04:00,OPTION,BUY,1,197.47549904541208,546409.6367001049,9,-998,
2025-09-10 15:05:00,OPTION,BUY,1,197.45502103854605,526662.1345962504,10,-998,
2025-09-10 15:06:00,OPTION,SELL,1,204.36309638560874,547096.4442348112,9,-998,
2025-09-10 15:07:00,OPTION,SELL,1,204.41127934239222,567535.5721690505,8,-998,
2025-09-10 15:08:00,OPTION,BUY,1,197.19064105177102,547814.5080638734,9,-998,
2025-09-10 15:09:00,OPTION,BUY,1,197.06958594975595,528105.5494688977,10,-998,
2025-09-10 15:10:00,OPTION,SELL,1,204.2458659178128,548528.136060679,9,-998,
2025-09-10 15:10:00,HEDGE,BUY,100,651.239990234375,483339.013038218,9,-898,65.1239990234375
2025-09-10 15:11:00,OPTION,SELL,1,204.23701832060095,503760.71487027814,8,-898,
2025-09-10 15:12:00,OPTION,BUY,1,196.94909861129543,484063.8050091486,9,-898,
2025-09-10 15:13:00,OPTION,SELL,1,203.98078615392268,504459.8836245409,8,-898,
2025-09-10 15:14:00,OPTION,SELL,1,203.76601974650208,524834.485599191,7,-898,
